A00001;20
A00002;20
A00003;20
A00004;20
A00005;20
A00006;20
A00007;20
A00008;20
A00009;20
A00010;20
A00011;20
A00012;20
A00013;20
A00014;20
A00015;20
A00016;20
A00017;20
A00018;20
A00019;20
A00020;20
A00021;20
A00022;20
A00023;20
A00024;20
A00025;20
A00026;20
A00027;20
A00028;20
A00029;20
A00030;20
A00031;20
A00032;20
A00033;20
A00034;20
A00035;20
A00036;20
A00037;20
A00038;20
A00039;20
A00040;20
A00041;20
A00042;20
A00043;20
A00044;20
A00045;20
A00046;20
A00047;20
A00048;20
A00049;20
A00050;20
A00051;20
A00052;20
A00053;20
A00054;20
A00055;20
A00056;20
A00057;20
A00058;20
A00059;20
A00060;20
A00061;20
A00062;20
A00063;20
A00064;20
A00065;20
A00066;20
A00067;20
A00068;20
A00069;20
A00070;20
A00071;20
A00072;20
A00073;20
A00074;20
A00075;7
A00076;20
A00077;20
A00078;20
A00079;20
A00080;20
A00081;20
A00082;20
A00083;20
A00084;20
A00085;20
A00086;20
A00087;20
A00088;20
A00089;20
A00090;20
A00091;20
A00092;20
A00093;20
A00094;20
A00095;20
A00096;20
A00097;20
A00098;20
A00099;20
A00100;20
A00101;20
A00102;20
A00103;20
A00104;20
A00105;20
A00106;20
A00107;20
A00108;20
A00109;20
A00110;20
A00111;20
A00112;20
A00113;20
A00114;20
A00115;20
A00116;20
A00117;20
A00118;20
A00119;20
A00120;20
A00121;20
A00122;20
A00123;20
A00124;20
A00125;20
A00126;20
A00127;20
A00128;20
A00129;20
A00130;20
A00131;20
A00132;20
A00133;20
A00134;20
A00135;20
A00136;20
A00137;20
A00138;20
A00139;20
A00140;20
A00141;20
A00142;20
A00143;20
A00144;20
A00145;20
A00146;20
A00147;20
A00148;20
A00149;20
A00150;20
A00151;20
A00152;20
A00153;20
A00154;20
A00155;20
A00156;20
A00157;20
A00158;20
A00159;20
A00160;20
A00161;20
A00162;20
A00163;20
A00164;20
A00165;20
A00166;20
A00167;20
A00168;20
A00169;20
A00170;20
A00171;20
A00172;20
A00173;20
A00174;20
A00175;20
A00176;20
A00177;20
A00178;20
A00179;20
A00180;20
A00181;20
A00182;20
A00183;20
A00184;20
A00185;20
A00186;20
