A00001;41
A00002;41
A00003;41
A00004;41
A00005;41
A00006;41
A00007;41
A00008;41
A00009;41
A00010;41
A00011;41
A00012;41
A00013;41
A00014;41
A00015;41
A00016;41
A00017;41
A00018;41
A00019;41
A00020;41
A00021;41
A00022;41
A00023;41
A00024;41
A00025;41
A00026;41
A00027;41
A00028;41
A00029;41
A00030;41
A00031;41
A00032;41
A00033;41
A00034;41
A00035;41
A00036;41
A00037;41
A00038;41
A00039;41
A00040;41
A00041;41
A00042;41
A00043;41
A00044;41
A00045;41
A00046;41
A00047;41
A00048;41
A00049;41
A00050;41
A00051;41
A00052;41
A00053;41
A00054;41
A00055;41
A00056;41
A00057;41
A00058;41
A00059;41
A00060;41
A00061;41
A00062;41
A00063;41
A00064;41
A00065;41
A00066;41
A00067;41
A00068;41
A00069;41
A00070;41
A00071;41
A00072;41
A00073;41
A00074;41
A00075;41
A00076;41
A00077;41
A00078;41
A00079;41
A00080;41
A00081;41
A00082;41
A00083;41
A00084;41
A00085;41
A00086;41
A00087;41
A00088;41
A00089;41
A00090;41
A00091;41
A00092;41
A00093;41
A00094;41
A00095;41
A00096;41
A00097;41
A00098;41
A00099;41
A00100;41
A00101;41
A00102;41
A00103;41
A00104;41
A00105;41
A00106;41
A00107;41
A00108;41
A00109;41
A00110;41
A00111;41
A00112;41
A00113;41
A00114;41
A00115;41
A00116;41
A00117;41
A00118;41
A00119;41
A00120;41
A00121;41
A00122;41
A00123;41
A00124;41
A00125;41
A00126;41
A00127;41
A00128;41
A00129;41
A00130;41
A00131;41
A00132;41
A00133;41
A00134;41
A00135;41
A00136;41
A00137;41
A00138;41
A00139;41
A00140;41
A00141;41
A00142;23
A00143;41
A00144;41
A00145;41
A00146;41
A00147;41
A00148;41
A00149;41
A00150;41
A00151;41
A00152;41
A00153;41
A00154;41
A00155;41
A00156;41
A00157;41
A00158;41
A00159;41
A00160;41
A00161;41
A00162;41
A00163;41
A00164;41
A00165;41
A00166;41
A00167;41
A00168;41
A00169;41
A00170;41
A00171;41
A00172;41
A00173;41
A00174;41
A00175;41
A00176;41
A00177;41
A00178;41
A00179;41
A00180;41
A00181;41
A00182;41
A00183;41
A00184;41
A00185;41
A00186;41
A00187;41
A00188;41
A00189;41
A00190;41
A00191;41
A00192;41
A00193;41
A00194;41
A00195;41
A00196;41
A00197;41
A00198;41
A00199;41
A00200;41
A00201;41
A00202;41
A00203;41
A00204;41
A00205;41
A00206;41
A00207;41
A00208;41
A00209;41
A00210;41
A00211;41
A00212;41
A00213;41
A00214;41
A00215;41
A00216;41
A00217;41
A00218;41
A00219;41
A00220;41
A00221;41
A00222;41
A00223;41
A00224;41
A00225;41
A00226;41
A00227;41
A00228;41
A00229;41
A00230;41
A00231;41
A00232;41
A00233;41
A00234;41
A00235;41
A00236;41
A00237;41
A00238;41
A00239;41
A00240;41
A00241;41
A00242;41
A00243;41
A00244;41
A00245;41
A00246;41
A00247;41
A00248;41
A00249;41
A00250;41
A00251;41
A00252;41
A00253;41
A00254;41
A00255;41
A00256;41
A00257;41
A00258;41
A00259;41
A00260;41
A00261;41
A00262;41
A00263;41
A00264;41
A00265;41
A00266;41
A00267;41
A00268;41
A00269;41
A00270;41
A00271;41
A00272;41
A00273;41
A00274;41
A00275;41
A00276;41
A00277;41
A00278;41
A00279;41
A00280;41
A00281;41
A00282;41
A00283;41
A00284;41
A00285;41
A00286;41
A00287;41
A00288;41
A00289;41
A00290;41
A00291;41
A00292;41
A00293;41
A00294;41
A00295;41
A00296;41
A00297;41
A00298;41
A00299;41
A00300;41
A00301;41
A00302;41
A00303;41
A00304;41
A00305;41
A00306;41
A00307;41
A00308;41
A00309;41
A00310;41
A00311;41
A00312;41
A00313;41
A00314;41
A00315;41
A00316;41
A00317;41
A00318;41
A00319;41
A00320;41
A00321;41
A00322;41
A00323;41
A00324;41
A00325;41
A00326;41
A00327;41
A00328;41
A00329;41
A00330;41
A00331;41
A00332;41
A00333;41
A00334;41
A00335;41
A00336;41
A00337;41
A00338;41
A00339;41
A00340;41
A00341;41
A00342;41
A00343;41
A00344;41
A00345;41
A00346;41
A00347;41
A00348;41
A00349;41
A00350;41
A00351;41
A00352;41
A00353;41
A00354;41
A00355;41
A00356;41
A00357;41
A00358;41
A00359;41
A00360;41
A00361;41
A00362;41
A00363;41
A00364;41
A00365;41
A00366;41
A00367;41
A00368;41
A00369;41
A00370;41
A00371;41
A00372;41
A00373;41
A00374;41
A00375;41
A00376;41
A00377;41
A00378;41
A00379;41
A00380;41
A00381;41
A00382;41
A00383;41
A00384;41
A00385;41
A00386;41
A00387;41
A00388;41
A00389;41
A00390;41
A00391;41
A00392;41
A00393;41
A00394;41
A00395;41
A00396;41
A00397;41
A00398;41
A00399;41
A00400;41
A00401;41
A00402;41
A00403;41
A00404;41
A00405;41
A00406;41
A00407;41
A00408;41
A00409;41
A00410;41
A00411;41
A00412;41
A00413;41
A00414;41
A00415;41
A00416;41
A00417;41
A00418;41
A00419;41
A00420;41
A00421;41
A00422;41
A00423;41
A00424;41
A00425;41
A00426;41
A00427;41
A00428;41
A00429;41
A00430;41
A00431;41
A00432;41
A00433;41
A00434;41
A00435;41
A00436;41
A00437;41
A00438;41
A00439;41
A00440;41
A00441;41
A00442;41
A00443;41
A00444;41
A00445;41
A00446;41
A00447;41
A00448;41
A00449;41
A00450;41
A00451;54
A00452;41
A00453;41
A00454;41
A00455;41
A00456;41
A00457;41
A00458;41
A00459;41
A00460;0
A00461;46
A00462;41
A00463;43
A00464;46
A00465;41
A00466;41
A00467;41
A00468;41
A00469;41
A00470;41
A00471;41
A00472;41
A00473;41
A00474;41
A00475;41
A00476;41
A00477;41
A00478;41
A00479;41
A00480;41
A00481;41
A00482;41
A00483;41
A00484;41
A00485;41
A00486;41
A00487;41
A00488;41
A00489;41
A00490;41
A00491;41
A00492;41
A00493;41
A00494;41
A00495;41
A00496;41
A00497;41
A00498;41
A00499;41
A00500;41
A00501;41
A00502;41
A00503;41
A00504;41
A00505;41
A00506;39
A00507;41
A00508;41
A00509;41
A00510;41
A00511;41
A00512;41
A00513;41
A00514;41
A00515;41
A00516;41
A00517;41
A00518;41
A00519;41
A00520;41
A00521;41
A00522;41
A00523;41
A00524;41
A00525;41
A00526;41
A00527;41
A00528;41
A00529;41
A00530;41
A00531;41
A00532;41
A00533;41
A00534;41
A00535;41
A00536;41
A00537;41
A00538;41
A00539;41
A00540;41
A00541;41
A00542;41
A00543;41
A00544;41
A00545;41
A00546;41
A00547;41
A00548;41
A00549;41
A00550;41
A00551;41
A00552;41
A00553;41
A00554;41
A00555;41
A00556;41
A00557;41
A00558;41
A00559;41
A00560;41
A00561;41
A00562;41
A00563;41
A00564;41
A00565;41
A00566;41
A00567;41
A00568;41
A00569;41
A00570;41
A00571;41
A00572;41
A00573;41
A00574;41
A00575;41
A00576;41
A00577;41
A00578;41
A00579;41
A00580;41
A00581;41
A00582;41
A00583;41
A00584;41
A00585;41
A00586;41
A00587;41
A00588;41
A00589;41
A00590;41
A00591;41
A00592;41
A00593;41
A00594;41
A00595;41
A00596;41
A00597;41
A00598;41
A00599;41
A00600;41
A00601;41
A00602;41
A00603;41
A00604;41
A00605;41
A00606;41
A00607;41
A00608;41
A00609;41
A00610;41
A00611;41
A00612;41
A00613;41
A00614;0
A00615;41
A00616;41
A00617;41
A00618;41
A00619;41
A00620;41
A00621;41
A00622;41
A00623;41
A00624;41
A00625;41
A00626;41
A00627;41
A00628;41
A00629;41
A00630;41
A00631;41
A00632;41
A00633;41
A00634;41
A00635;41
A00636;41
A00637;41
A00638;41
A00639;41
A00640;41
A00641;41
A00642;41
A00643;41
A00644;41
A00645;41
A00646;41
A00647;41
A00648;41
A00649;41
A00650;41
A00651;41
A00652;41
A00653;41
A00654;41
A00655;41
A00656;41
A00657;23
A00658;0
A00659;0
A00660;0
A00661;0
A00662;43
A00663;0
A00664;42
A00665;41
A00666;41
A00667;41
A00668;41
A00669;41
A00670;41
A00671;41
A00672;41
A00673;41
A00674;41
A00675;41
A00676;41
A00677;41
A00678;41
A00679;41
A00680;41
A00681;41
A00682;41
A00683;43
A00684;41
A00685;41
A00686;41
A00687;41
A00688;41
A00689;41
A00690;41
A00691;41
A00692;41
